time,node_id,node_type,capacity,queue,load_ratio,is_overload,active_orders,delivered_orders,stuck_orders,predicted_risk
21,pvz9,pvz,89,6,0.06741573033707865,0,817,3531,0,
21,pvz10,pvz,60,2,0.03333333333333333,0,817,3531,0,
21,pvz11,pvz,62,4,0.06451612903225806,0,817,3531,0,
21,pvz12,pvz,83,1,0.012048192771084338,0,817,3531,0,
21,pvz13,pvz,86,5,0.05813953488372093,0,817,3531,0,
21,pvz14,pvz,72,3,0.041666666666666664,0,817,3531,0,
21,pvz15,pvz,82,0,0.0,0,817,3531,0,
21,pvz16,pvz,86,7,0.08139534883720931,0,817,3531,0,
21,pvz17,pvz,85,4,0.047058823529411764,0,817,3531,0,
21,pvz18,pvz,81,1,0.012345679012345678,0,817,3531,0,
21,pvz19,pvz,80,2,0.025,0,817,3531,0,
21,pvz20,pvz,60,2,0.03333333333333333,0,817,3531,0,
21,pvz21,pvz,79,6,0.0759493670886076,0,817,3531,0,
21,pvz22,pvz,75,9,0.12,0,817,3531,0,
21,pvz23,pvz,86,0,0.0,0,817,3531,0,
21,pvz24,pvz,87,1,0.011494252873563218,0,817,3531,0,
21,pvz25,pvz,70,7,0.1,0,817,3531,0,
21,pvz26,pvz,67,2,0.029850746268656716,0,817,3531,0,
21,pvz27,pvz,83,4,0.04819277108433735,0,817,3531,0,
21,pvz28,pvz,70,1,0.014285714285714285,0,817,3531,0,
21,pvz29,pvz,82,6,0.07317073170731707,0,817,3531,0,
21,pvz30,pvz,87,1,0.011494252873563218,0,817,3531,0,
21,pvz31,pvz,62,1,0.016129032258064516,0,817,3531,0,
21,pvz32,pvz,66,6,0.09090909090909091,0,817,3531,0,
21,pvz33,pvz,89,1,0.011235955056179775,0,817,3531,0,
21,pvz34,pvz,78,8,0.10256410256410256,0,817,3531,0,
21,pvz35,pvz,67,1,0.014925373134328358,0,817,3531,0,
21,pvz36,pvz,67,3,0.04477611940298507,0,817,3531,0,
21,pvz37,pvz,85,5,0.058823529411764705,0,817,3531,0,
21,pvz38,pvz,90,2,0.022222222222222223,0,817,3531,0,
21,pvz39,pvz,64,0,0.0,0,817,3531,0,
21,pvz40,pvz,85,3,0.03529411764705882,0,817,3531,0,
21,pvz41,pvz,77,3,0.03896103896103896,0,817,3531,0,
21,pvz42,pvz,74,1,0.013513513513513514,0,817,3531,0,
21,pvz43,pvz,62,2,0.03225806451612903,0,817,3531,0,
21,pvz44,pvz,62,1,0.016129032258064516,0,817,3531,0,
21,pvz45,pvz,70,8,0.11428571428571428,0,817,3531,0,
21,pvz46,pvz,88,0,0.0,0,817,3531,0,
21,pvz47,pvz,76,6,0.07894736842105263,0,817,3531,0,
21,pvz48,pvz,89,6,0.06741573033707865,0,817,3531,0,
21,pvz49,pvz,75,7,0.09333333333333334,0,817,3531,0,
22,wh0,warehouse,84,0,0.0,0,861,3692,0,
22,wh1,warehouse,86,0,0.0,0,861,3692,0,
22,wh2,warehouse,62,0,0.0,0,861,3692,0,
22,wh3,warehouse,76,0,0.0,0,861,3692,0,
22,wh4,warehouse,92,0,0.0,0,861,3692,0,
22,wh5,warehouse,91,0,0.0,0,861,3692,0,
22,wh6,warehouse,85,0,0.0,0,861,3692,0,
22,wh7,warehouse,79,0,0.0,0,861,3692,0,
22,wh8,warehouse,90,0,0.0,0,861,3692,0,
22,wh9,warehouse,82,0,0.0,0,861,3692,0,
22,hub0,hub,14,7,0.5,0,861,3692,0,
22,hub1,hub,11,7,0.6363636363636364,0,861,3692,0,
22,hub2,hub,14,3,0.21428571428571427,0,861,3692,0,
22,hub3,hub,11,9,0.8181818181818182,0,861,3692,0,
22,hub4,hub,12,11,0.9166666666666666,0,861,3692,0,
22,hub5,hub,11,0,0.0,0,861,3692,0,
22,hub6,hub,10,6,0.6,0,861,3692,0,
22,hub7,hub,14,6,0.42857142857142855,0,861,3692,0,
22,hub8,hub,12,1,0.08333333333333333,0,861,3692,0,
22,hub9,hub,14,11,0.7857142857142857,0,861,3692,0,
22,hub10,hub,14,213,15.214285714285714,1,861,3692,0,
22,hub11,hub,11,44,4.0,1,861,3692,0,
22,hub12,hub,12,1,0.08333333333333333,0,861,3692,0,
22,hub13,hub,10,9,0.9,0,861,3692,0,
22,hub14,hub,10,3,0.3,0,861,3692,0,
22,hub15,hub,12,7,0.5833333333333334,0,861,3692,0,
22,hub16,hub,13,5,0.38461538461538464,0,861,3692,0,
22,hub17,hub,14,183,13.071428571428571,1,861,3692,0,
22,hub18,hub,10,110,11.0,1,861,3692,0,
22,hub19,hub,12,7,0.5833333333333334,0,861,3692,0,
22,hub20,hub,13,13,1.0,0,861,3692,0,
22,hub21,hub,12,4,0.3333333333333333,0,861,3692,0,
22,hub22,hub,14,12,0.8571428571428571,0,861,3692,0,
22,hub23,hub,11,4,0.36363636363636365,0,861,3692,0,
22,hub24,hub,14,4,0.2857142857142857,0,861,3692,0,
22,pvz0,pvz,75,3,0.04,0,861,3692,0,
22,pvz1,pvz,74,2,0.02702702702702703,0,861,3692,0,
22,pvz2,pvz,87,2,0.022988505747126436,0,861,3692,0,
22,pvz3,pvz,76,9,0.11842105263157894,0,861,3692,0,
22,pvz4,pvz,68,1,0.014705882352941176,0,861,3692,0,
22,pvz5,pvz,61,6,0.09836065573770492,0,861,3692,0,
22,pvz6,pvz,85,4,0.047058823529411764,0,861,3692,0,
22,pvz7,pvz,89,7,0.07865168539325842,0,861,3692,0,
22,pvz8,pvz,77,1,0.012987012987012988,0,861,3692,0,
22,pvz9,pvz,89,6,0.06741573033707865,0,861,3692,0,
22,pvz10,pvz,60,2,0.03333333333333333,0,861,3692,0,
22,pvz11,pvz,62,3,0.04838709677419355,0,861,3692,0,
22,pvz12,pvz,83,3,0.03614457831325301,0,861,3692,0,
22,pvz13,pvz,86,9,0.10465116279069768,0,861,3692,0,
22,pvz14,pvz,72,7,0.09722222222222222,0,861,3692,0,
22,pvz15,pvz,82,1,0.012195121951219513,0,861,3692,0,
22,pvz16,pvz,86,5,0.05813953488372093,0,861,3692,0,
22,pvz17,pvz,85,4,0.047058823529411764,0,861,3692,0,
22,pvz18,pvz,81,4,0.04938271604938271,0,861,3692,0,
22,pvz19,pvz,80,0,0.0,0,861,3692,0,
22,pvz20,pvz,60,0,0.0,0,861,3692,0,
22,pvz21,pvz,79,7,0.08860759493670886,0,861,3692,0,
22,pvz22,pvz,75,13,0.17333333333333334,0,861,3692,0,
22,pvz23,pvz,86,0,0.0,0,861,3692,0,
22,pvz24,pvz,87,2,0.022988505747126436,0,861,3692,0,
22,pvz25,pvz,70,9,0.12857142857142856,0,861,3692,0,
22,pvz26,pvz,67,2,0.029850746268656716,0,861,3692,0,
22,pvz27,pvz,83,5,0.060240963855421686,0,861,3692,0,
22,pvz28,pvz,70,2,0.02857142857142857,0,861,3692,0,
22,pvz29,pvz,82,7,0.08536585365853659,0,861,3692,0,
22,pvz30,pvz,87,0,0.0,0,861,3692,0,
22,pvz31,pvz,62,2,0.03225806451612903,0,861,3692,0,
22,pvz32,pvz,66,0,0.0,0,861,3692,0,
22,pvz33,pvz,89,2,0.02247191011235955,0,861,3692,0,
22,pvz34,pvz,78,6,0.07692307692307693,0,861,3692,0,
22,pvz35,pvz,67,2,0.029850746268656716,0,861,3692,0,
22,pvz36,pvz,67,1,0.014925373134328358,0,861,3692,0,
22,pvz37,pvz,85,3,0.03529411764705882,0,861,3692,0,
22,pvz38,pvz,90,1,0.011111111111111112,0,861,3692,0,
22,pvz39,pvz,64,0,0.0,0,861,3692,0,
22,pvz40,pvz,85,2,0.023529411764705882,0,861,3692,0,
22,pvz41,pvz,77,1,0.012987012987012988,0,861,3692,0,
22,pvz42,pvz,74,1,0.013513513513513514,0,861,3692,0,
22,pvz43,pvz,62,0,0.0,0,861,3692,0,
22,pvz44,pvz,62,3,0.04838709677419355,0,861,3692,0,
22,pvz45,pvz,70,4,0.05714285714285714,0,861,3692,0,
22,pvz46,pvz,88,0,0.0,0,861,3692,0,
22,pvz47,pvz,76,10,0.13157894736842105,0,861,3692,0,
22,pvz48,pvz,89,9,0.10112359550561797,0,861,3692,0,
22,pvz49,pvz,75,8,0.10666666666666667,0,861,3692,0,
23,wh0,warehouse,84,0,0.0,0,882,3873,0,
23,wh1,warehouse,86,0,0.0,0,882,3873,0,
23,wh2,warehouse,62,0,0.0,0,882,3873,0,
23,wh3,warehouse,76,0,0.0,0,882,3873,0,
23,wh4,warehouse,92,0,0.0,0,882,3873,0,
23,wh5,warehouse,91,0,0.0,0,882,3873,0,
23,wh6,warehouse,85,0,0.0,0,882,3873,0,
23,wh7,warehouse,79,0,0.0,0,882,3873,0,
23,wh8,warehouse,90,0,0.0,0,882,3873,0,
23,wh9,warehouse,82,0,0.0,0,882,3873,0,
23,hub0,hub,14,11,0.7857142857142857,0,882,3873,0,
23,hub1,hub,11,10,0.9090909090909091,0,882,3873,0,
23,hub2,hub,14,2,0.14285714285714285,0,882,3873,0,
23,hub3,hub,11,5,0.45454545454545453,0,882,3873,0,
23,hub4,hub,12,7,0.5833333333333334,0,882,3873,0,
23,hub5,hub,11,1,0.09090909090909091,0,882,3873,0,
23,hub6,hub,10,5,0.5,0,882,3873,0,
23,hub7,hub,14,0,0.0,0,882,3873,0,
23,hub8,hub,12,0,0.0,0,882,3873,0,
23,hub9,hub,14,18,1.2857142857142858,1,882,3873,0,
23,hub10,hub,14,218,15.571428571428571,1,882,3873,0,
23,hub11,hub,11,43,3.909090909090909,1,882,3873,0,
23,hub12,hub,12,0,0.0,0,882,3873,0,
23,hub13,hub,10,11,1.1,1,882,3873,0,
23,hub14,hub,10,3,0.3,0,882,3873,0,
23,hub15,hub,12,8,0.6666666666666666,0,882,3873,0,
23,hub16,hub,13,9,0.6923076923076923,0,882,3873,0,
23,hub17,hub,14,194,13.857142857142858,1,882,3873,0,
23,hub18,hub,10,114,11.4,1,882,3873,0,
23,hub19,hub,12,9,0.75,0,882,3873,0,
23,hub20,hub,13,7,0.5384615384615384,0,882,3873,0,
23,hub21,hub,12,5,0.4166666666666667,0,882,3873,0,
23,hub22,hub,14,14,1.0,0,882,3873,0,
23,hub23,hub,11,4,0.36363636363636365,0,882,3873,0,
23,hub24,hub,14,5,0.35714285714285715,0,882,3873,0,
23,pvz0,pvz,75,0,0.0,0,882,3873,0,
23,pvz1,pvz,74,2,0.02702702702702703,0,882,3873,0,
23,pvz2,pvz,87,2,0.022988505747126436,0,882,3873,0,
23,pvz3,pvz,76,8,0.10526315789473684,0,882,3873,0,
23,pvz4,pvz,68,2,0.029411764705882353,0,882,3873,0,
23,pvz5,pvz,61,9,0.14754098360655737,0,882,3873,0,
23,pvz6,pvz,85,2,0.023529411764705882,0,882,3873,0,
23,pvz7,pvz,89,7,0.07865168539325842,0,882,3873,0,
23,pvz8,pvz,77,4,0.05194805194805195,0,882,3873,0,
23,pvz9,pvz,89,9,0.10112359550561797,0,882,3873,0,
23,pvz10,pvz,60,0,0.0,0,882,3873,0,
23,pvz11,pvz,62,5,0.08064516129032258,0,882,3873,0,
23,pvz12,pvz,83,1,0.012048192771084338,0,882,3873,0,
23,pvz13,pvz,86,9,0.10465116279069768,0,882,3873,0,
23,pvz14,pvz,72,8,0.1111111111111111,0,882,3873,0,
23,pvz15,pvz,82,2,0.024390243902439025,0,882,3873,0,
23,pvz16,pvz,86,6,0.06976744186046512,0,882,3873,0,
23,pvz17,pvz,85,1,0.011764705882352941,0,882,3873,0,
23,pvz18,pvz,81,0,0.0,0,882,3873,0,
23,pvz19,pvz,80,1,0.0125,0,882,3873,0,
23,pvz20,pvz,60,0,0.0,0,882,3873,0,
23,pvz21,pvz,79,8,0.10126582278481013,0,882,3873,0,
23,pvz22,pvz,75,5,0.06666666666666667,0,882,3873,0,
23,pvz23,pvz,86,2,0.023255813953488372,0,882,3873,0,
23,pvz24,pvz,87,4,0.04597701149425287,0,882,3873,0,
23,pvz25,pvz,70,9,0.12857142857142856,0,882,3873,0,
23,pvz26,pvz,67,1,0.014925373134328358,0,882,3873,0,
23,pvz27,pvz,83,11,0.13253012048192772,0,882,3873,0,
23,pvz28,pvz,70,1,0.014285714285714285,0,882,3873,0,
23,pvz29,pvz,82,4,0.04878048780487805,0,882,3873,0,
23,pvz30,pvz,87,0,0.0,0,882,3873,0,
23,pvz31,pvz,62,2,0.03225806451612903,0,882,3873,0,
23,pvz32,pvz,66,4,0.06060606060606061,0,882,3873,0,
23,pvz33,pvz,89,4,0.0449438202247191,0,882,3873,0,
23,pvz34,pvz,78,7,0.08974358974358974,0,882,3873,0,
23,pvz35,pvz,67,1,0.014925373134328358,0,882,3873,0,
23,pvz36,pvz,67,1,0.014925373134328358,0,882,3873,0,
23,pvz37,pvz,85,2,0.023529411764705882,0,882,3873,0,
23,pvz38,pvz,90,0,0.0,0,882,3873,0,
23,pvz39,pvz,64,2,0.03125,0,882,3873,0,
23,pvz40,pvz,85,5,0.058823529411764705,0,882,3873,0,
23,pvz41,pvz,77,1,0.012987012987012988,0,882,3873,0,
23,pvz42,pvz,74,1,0.013513513513513514,0,882,3873,0,
23,pvz43,pvz,62,2,0.03225806451612903,0,882,3873,0,
23,pvz44,pvz,62,2,0.03225806451612903,0,882,3873,0,
23,pvz45,pvz,70,3,0.04285714285714286,0,882,3873,0,
23,pvz46,pvz,88,0,0.0,0,882,3873,0,
23,pvz47,pvz,76,10,0.13157894736842105,0,882,3873,0,
23,pvz48,pvz,89,5,0.056179775280898875,0,882,3873,0,
23,pvz49,pvz,75,4,0.05333333333333334,0,882,3873,0,
24,wh0,warehouse,84,0,0.0,0,887,4052,0,
24,wh1,warehouse,86,0,0.0,0,887,4052,0,
24,wh2,warehouse,62,0,0.0,0,887,4052,0,
24,wh3,warehouse,76,0,0.0,0,887,4052,0,
24,wh4,warehouse,92,0,0.0,0,887,4052,0,
24,wh5,warehouse,91,0,0.0,0,887,4052,0,
24,wh6,warehouse,85,0,0.0,0,887,4052,0,
24,wh7,warehouse,79,0,0.0,0,887,4052,0,
24,wh8,warehouse,90,0,0.0,0,887,4052,0,
24,wh9,warehouse,82,0,0.0,0,887,4052,0,
24,hub0,hub,14,7,0.5,0,887,4052,0,
24,hub1,hub,11,4,0.36363636363636365,0,887,4052,0,
24,hub2,hub,14,4,0.2857142857142857,0,887,4052,0,
24,hub3,hub,11,6,0.5454545454545454,0,887,4052,0,
24,hub4,hub,12,9,0.75,0,887,4052,0,
24,hub5,hub,11,0,0.0,0,887,4052,0,
24,hub6,hub,10,10,1.0,0,887,4052,0,
24,hub7,hub,14,8,0.5714285714285714,0,887,4052,0,
24,hub8,hub,12,3,0.25,0,887,4052,0,
24,hub9,hub,14,14,1.0,0,887,4052,0,
24,hub10,hub,14,227,16.214285714285715,1,887,4052,0,
24,hub11,hub,11,36,3.272727272727273,1,887,4052,0,
24,hub12,hub,12,0,0.0,0,887,4052,0,
24,hub13,hub,10,10,1.0,0,887,4052,0,
24,hub14,hub,10,0,0.0,0,887,4052,0,
24,hub15,hub,12,4,0.3333333333333333,0,887,4052,0,
24,hub16,hub,13,3,0.23076923076923078,0,887,4052,0,
24,hub17,hub,14,200,14.285714285714286,1,887,4052,0,
24,hub18,hub,10,125,12.5,1,887,4052,0,
24,hub19,hub,12,9,0.75,0,887,4052,0,
24,hub20,hub,13,7,0.5384615384615384,0,887,4052,0,
24,hub21,hub,12,3,0.25,0,887,4052,0,
24,hub22,hub,14,12,0.8571428571428571,0,887,4052,0,
24,hub23,hub,11,6,0.5454545454545454,0,887,4052,0,
24,hub24,hub,14,2,0.14285714285714285,0,887,4052,0,
24,pvz0,pvz,75,4,0.05333333333333334,0,887,4052,0,
24,pvz1,pvz,74,1,0.013513513513513514,0,887,4052,0,
24,pvz2,pvz,87,1,0.011494252873563218,0,887,4052,0,
24,pvz3,pvz,76,7,0.09210526315789473,0,887,4052,0,
24,pvz4,pvz,68,1,0.014705882352941176,0,887,4052,0,
24,pvz5,pvz,61,5,0.08196721311475409,0,887,4052,0,
24,pvz6,pvz,85,1,0.011764705882352941,0,887,4052,0,
24,pvz7,pvz,89,5,0.056179775280898875,0,887,4052,0,
24,pvz8,pvz,77,4,0.05194805194805195,0,887,4052,0,
24,pvz9,pvz,89,5,0.056179775280898875,0,887,4052,0,
24,pvz10,pvz,60,2,0.03333333333333333,0,887,4052,0,
24,pvz11,pvz,62,5,0.08064516129032258,0,887,4052,0,
24,pvz12,pvz,83,1,0.012048192771084338,0,887,4052,0,
24,pvz13,pvz,86,8,0.09302325581395349,0,887,4052,0,
24,pvz14,pvz,72,11,0.1527777777777778,0,887,4052,0,
24,pvz15,pvz,82,1,0.012195121951219513,0,887,4052,0,
24,pvz16,pvz,86,4,0.046511627906976744,0,887,4052,0,
24,pvz17,pvz,85,2,0.023529411764705882,0,887,4052,0,
24,pvz18,pvz,81,2,0.024691358024691357,0,887,4052,0,
24,pvz19,pvz,80,2,0.025,0,887,4052,0,
24,pvz20,pvz,60,2,0.03333333333333333,0,887,4052,0,
24,pvz21,pvz,79,5,0.06329113924050633,0,887,4052,0,
24,pvz22,pvz,75,8,0.10666666666666667,0,887,4052,0,
24,pvz23,pvz,86,0,0.0,0,887,4052,0,
24,pvz24,pvz,87,4,0.04597701149425287,0,887,4052,0,
24,pvz25,pvz,70,12,0.17142857142857143,0,887,4052,0,
24,pvz26,pvz,67,0,0.0,0,887,4052,0,
24,pvz27,pvz,83,6,0.07228915662650602,0,887,4052,0,
24,pvz28,pvz,70,0,0.0,0,887,4052,0,
24,pvz29,pvz,82,11,0.13414634146341464,0,887,4052,0,
24,pvz30,pvz,87,2,0.022988505747126436,0,887,4052,0,
24,pvz31,pvz,62,0,0.0,0,887,4052,0,
24,pvz32,pvz,66,5,0.07575757575757576,0,887,4052,0,
24,pvz33,pvz,89,2,0.02247191011235955,0,887,4052,0,
24,pvz34,pvz,78,7,0.08974358974358974,0,887,4052,0,
24,pvz35,pvz,67,1,0.014925373134328358,0,887,4052,0,
24,pvz36,pvz,67,1,0.014925373134328358,0,887,4052,0,
24,pvz37,pvz,85,1,0.011764705882352941,0,887,4052,0,
24,pvz38,pvz,90,1,0.011111111111111112,0,887,4052,0,
24,pvz39,pvz,64,2,0.03125,0,887,4052,0,
24,pvz40,pvz,85,4,0.047058823529411764,0,887,4052,0,
24,pvz41,pvz,77,3,0.03896103896103896,0,887,4052,0,
24,pvz42,pvz,74,1,0.013513513513513514,0,887,4052,0,
24,pvz43,pvz,62,0,0.0,0,887,4052,0,
24,pvz44,pvz,62,0,0.0,0,887,4052,0,
24,pvz45,pvz,70,6,0.08571428571428572,0,887,4052,0,
24,pvz46,pvz,88,3,0.03409090909090909,0,887,4052,0,
24,pvz47,pvz,76,4,0.05263157894736842,0,887,4052,0,
24,pvz48,pvz,89,8,0.0898876404494382,0,887,4052,0,
24,pvz49,pvz,75,7,0.09333333333333334,0,887,4052,0,
25,wh0,warehouse,84,0,0.0,0,958,4230,0,
25,wh1,warehouse,86,0,0.0,0,958,4230,0,
25,wh2,warehouse,62,0,0.0,0,958,4230,0,
25,wh3,warehouse,76,0,0.0,0,958,4230,0,
25,wh4,warehouse,92,0,0.0,0,958,4230,0,
25,wh5,warehouse,91,0,0.0,0,958,4230,0,
25,wh6,warehouse,85,0,0.0,0,958,4230,0,
25,wh7,warehouse,79,0,0.0,0,958,4230,0,
25,wh8,warehouse,90,0,0.0,0,958,4230,0,
25,wh9,warehouse,82,0,0.0,0,958,4230,0,
25,hub0,hub,14,8,0.5714285714285714,0,958,4230,0,
25,hub1,hub,11,9,0.8181818181818182,0,958,4230,0,
25,hub2,hub,14,1,0.07142857142857142,0,958,4230,0,
25,hub3,hub,11,12,1.0909090909090908,1,958,4230,0,
25,hub4,hub,12,9,0.75,0,958,4230,0,
25,hub5,hub,11,0,0.0,0,958,4230,0,
25,hub6,hub,10,5,0.5,0,958,4230,0,
25,hub7,hub,14,2,0.14285714285714285,0,958,4230,0,
25,hub8,hub,12,2,0.16666666666666666,0,958,4230,0,
25,hub9,hub,14,16,1.1428571428571428,1,958,4230,0,
25,hub10,hub,14,238,17.0,1,958,4230,0,
25,hub11,hub,11,47,4.2727272727272725,1,958,4230,0,
25,hub12,hub,12,2,0.16666666666666666,0,958,4230,0,
25,hub13,hub,10,11,1.1,1,958,4230,0,
25,hub14,hub,10,7,0.7,0,958,4230,0,
25,hub15,hub,12,6,0.5,0,958,4230,0,
25,hub16,hub,13,7,0.5384615384615384,0,958,4230,0,
25,hub17,hub,14,214,15.285714285714286,1,958,4230,0,
25,hub18,hub,10,133,13.3,1,958,4230,0,
25,hub19,hub,12,10,0.8333333333333334,0,958,4230,0,
25,hub20,hub,13,9,0.6923076923076923,0,958,4230,0,
25,hub21,hub,12,4,0.3333333333333333,0,958,4230,0,
25,hub22,hub,14,22,1.5714285714285714,1,958,4230,0,
25,hub23,hub,11,9,0.8181818181818182,0,958,4230,0,
25,hub24,hub,14,5,0.35714285714285715,0,958,4230,0,
25,pvz0,pvz,75,3,0.04,0,958,4230,0,
25,pvz1,pvz,74,0,0.0,0,958,4230,0,
25,pvz2,pvz,87,2,0.022988505747126436,0,958,4230,0,
25,pvz3,pvz,76,7,0.09210526315789473,0,958,4230,0,
25,pvz4,pvz,68,1,0.014705882352941176,0,958,4230,0,
25,pvz5,pvz,61,8,0.13114754098360656,0,958,4230,0,
25,pvz6,pvz,85,1,0.011764705882352941,0,958,4230,0,
25,pvz7,pvz,89,6,0.06741573033707865,0,958,4230,0,
25,pvz8,pvz,77,2,0.025974025974025976,0,958,4230,0,
25,pvz9,pvz,89,6,0.06741573033707865,0,958,4230,0,
25,pvz10,pvz,60,2,0.03333333333333333,0,958,4230,0,
25,pvz11,pvz,62,4,0.06451612903225806,0,958,4230,0,
25,pvz12,pvz,83,3,0.03614457831325301,0,958,4230,0,
25,pvz13,pvz,86,5,0.05813953488372093,0,958,4230,0,
25,pvz14,pvz,72,4,0.05555555555555555,0,958,4230,0,
25,pvz15,pvz,82,2,0.024390243902439025,0,958,4230,0,
25,pvz16,pvz,86,3,0.03488372093023256,0,958,4230,0,
25,pvz17,pvz,85,3,0.03529411764705882,0,958,4230,0,
25,pvz18,pvz,81,1,0.012345679012345678,0,958,4230,0,
25,pvz19,pvz,80,1,0.0125,0,958,4230,0,
25,pvz20,pvz,60,2,0.03333333333333333,0,958,4230,0,
25,pvz21,pvz,79,7,0.08860759493670886,0,958,4230,0,
25,pvz22,pvz,75,8,0.10666666666666667,0,958,4230,0,
25,pvz23,pvz,86,1,0.011627906976744186,0,958,4230,0,
25,pvz24,pvz,87,3,0.034482758620689655,0,958,4230,0,
25,pvz25,pvz,70,6,0.08571428571428572,0,958,4230,0,
25,pvz26,pvz,67,3,0.04477611940298507,0,958,4230,0,
25,pvz27,pvz,83,9,0.10843373493975904,0,958,4230,0,
25,pvz28,pvz,70,2,0.02857142857142857,0,958,4230,0,
25,pvz29,pvz,82,6,0.07317073170731707,0,958,4230,0,
25,pvz30,pvz,87,1,0.011494252873563218,0,958,4230,0,
25,pvz31,pvz,62,2,0.03225806451612903,0,958,4230,0,
25,pvz32,pvz,66,4,0.06060606060606061,0,958,4230,0,
25,pvz33,pvz,89,4,0.0449438202247191,0,958,4230,0,
25,pvz34,pvz,78,5,0.0641025641025641,0,958,4230,0,
25,pvz35,pvz,67,1,0.014925373134328358,0,958,4230,0,
25,pvz36,pvz,67,4,0.05970149253731343,0,958,4230,0,
25,pvz37,pvz,85,1,0.011764705882352941,0,958,4230,0,
25,pvz38,pvz,90,2,0.022222222222222223,0,958,4230,0,
25,pvz39,pvz,64,2,0.03125,0,958,4230,0,
25,pvz40,pvz,85,6,0.07058823529411765,0,958,4230,0,
25,pvz41,pvz,77,1,0.012987012987012988,0,958,4230,0,
25,pvz42,pvz,74,0,0.0,0,958,4230,0,
25,pvz43,pvz,62,1,0.016129032258064516,0,958,4230,0,
25,pvz44,pvz,62,1,0.016129032258064516,0,958,4230,0,
25,pvz45,pvz,70,5,0.07142857142857142,0,958,4230,0,
25,pvz46,pvz,88,0,0.0,0,958,4230,0,
25,pvz47,pvz,76,6,0.07894736842105263,0,958,4230,0,
25,pvz48,pvz,89,9,0.10112359550561797,0,958,4230,0,
25,pvz49,pvz,75,4,0.05333333333333334,0,958,4230,0,
26,wh0,warehouse,84,0,0.0,0,964,4400,0,
26,wh1,warehouse,86,0,0.0,0,964,4400,0,
26,wh2,warehouse,62,0,0.0,0,964,4400,0,
26,wh3,warehouse,76,0,0.0,0,964,4400,0,
26,wh4,warehouse,92,0,0.0,0,964,4400,0,
26,wh5,warehouse,91,0,0.0,0,964,4400,0,
26,wh6,warehouse,85,0,0.0,0,964,4400,0,
26,wh7,warehouse,79,0,0.0,0,964,4400,0,
26,wh8,warehouse,90,0,0.0,0,964,4400,0,
26,wh9,warehouse,82,0,0.0,0,964,4400,0,
26,hub0,hub,14,7,0.5,0,964,4400,0,
26,hub1,hub,11,5,0.45454545454545453,0,964,4400,0,
26,hub2,hub,14,3,0.21428571428571427,0,964,4400,0,
26,hub3,hub,11,10,0.9090909090909091,0,964,4400,0,
26,hub4,hub,12,12,1.0,0,964,4400,0,
26,hub5,hub,11,0,0.0,0,964,4400,0,
26,hub6,hub,10,4,0.4,0,964,4400,0,
26,hub7,hub,14,5,0.35714285714285715,0,964,4400,0,
26,hub8,hub,12,1,0.08333333333333333,0,964,4400,0,
26,hub9,hub,14,18,1.2857142857142858,1,964,4400,0,
26,hub10,hub,14,242,17.285714285714285,1,964,4400,0,
26,hub11,hub,11,52,4.7272727272727275,1,964,4400,0,
26,hub12,hub,12,0,0.0,0,964,4400,0,
26,hub13,hub,10,4,0.4,0,964,4400,0,
26,hub14,hub,10,4,0.4,0,964,4400,0,
26,hub15,hub,12,5,0.4166666666666667,0,964,4400,0,
26,hub16,hub,13,9,0.6923076923076923,0,964,4400,0,
26,hub17,hub,14,213,15.214285714285714,1,964,4400,0,
26,hub18,hub,10,138,13.8,1,964,4400,0,
26,hub19,hub,12,5,0.4166666666666667,0,964,4400,0,
26,hub20,hub,13,8,0.6153846153846154,0,964,4400,0,
26,hub21,hub,12,1,0.08333333333333333,0,964,4400,0,
26,hub22,hub,14,17,1.2142857142857142,1,964,4400,0,
26,hub23,hub,11,4,0.36363636363636365,0,964,4400,0,
26,hub24,hub,14,4,0.2857142857142857,0,964,4400,0,
26,pvz0,pvz,75,2,0.02666666666666667,0,964,4400,0,
26,pvz1,pvz,74,3,0.04054054054054054,0,964,4400,0,
26,pvz2,pvz,87,1,0.011494252873563218,0,964,4400,0,
26,pvz3,pvz,76,8,0.10526315789473684,0,964,4400,0,
26,pvz4,pvz,68,4,0.058823529411764705,0,964,4400,0,
26,pvz5,pvz,61,12,0.19672131147540983,0,964,4400,0,
26,pvz6,pvz,85,1,0.011764705882352941,0,964,4400,0,
26,pvz7,pvz,89,9,0.10112359550561797,0,964,4400,0,
26,pvz8,pvz,77,1,0.012987012987012988,0,964,4400,0,
26,pvz9,pvz,89,4,0.0449438202247191,0,964,4400,0,
26,pvz10,pvz,60,0,0.0,0,964,4400,0,
26,pvz11,pvz,62,4,0.06451612903225806,0,964,4400,0,
26,pvz12,pvz,83,3,0.03614457831325301,0,964,4400,0,
26,pvz13,pvz,86,7,0.08139534883720931,0,964,4400,0,
26,pvz14,pvz,72,12,0.16666666666666666,0,964,4400,0,
26,pvz15,pvz,82,4,0.04878048780487805,0,964,4400,0,
26,pvz16,pvz,86,4,0.046511627906976744,0,964,4400,0,
26,pvz17,pvz,85,3,0.03529411764705882,0,964,4400,0,
26,pvz18,pvz,81,2,0.024691358024691357,0,964,4400,0,
26,pvz19,pvz,80,0,0.0,0,964,4400,0,
26,pvz20,pvz,60,0,0.0,0,964,4400,0,
